fecha,hora,lat,lon,altura_m,fuerza_termica_ms,tipo_terreno_debajo,piloto,notas
2026-09-23,00:04,-34.1205,-59.0933,450.0,2.5,fabrica (Mercedes-Benz),Franco (con papa),"Recuerdo de vuelo pasado, fecha exacta no recordada. Rango real: altura 400-500m, fuerza 2-3 m/s (se cargo el punto medio de cada rango)."
